original_title,popularity,vote_average,vote_count,runtime,release_year
Drillbit Taylor,13.304,5.7,785.0,102.0,2008.0
RoboCop 3,13.802,4.7,871.0,104.0,1993.0
Smultronstället,10.303,8.2,1146.0,91.0,1957.0
Under the Tuscan Sun,10.803,6.8,622.0,113.0,2003.0
¿A quién te llevarías a una isla desierta?,9.069,5.0,333.0,90.0,2019.0
Monster High: Electrified,13.211,7.5,55.0,72.0,2017.0
Hot Rod,11.053,6.3,727.0,88.0,2007.0
Alien Convergence,9.111,4.1,35.0,86.0,2017.0
Papillon,13.05,7.9,1371.0,151.0,1973.0
The Unbearable Lightness of Being,9.8,7.1,304.0,171.0,1988.0
Snow Buddies,10.302,6.1,195.0,87.0,2008.0
La mujer de mi hermano,10.912,6.3,87.0,89.0,2005.0
Futurama: Bender's Big Score,15.551,7.4,478.0,88.0,2007.0
"Me estás matando, Susana",11.357,6.6,85.0,100.0,2016.0
Alma de héroe,10.568,7.9,102.0,120.0,2019.0
Father Soldier Son,12.029,6.0,40.0,99.0,2020.0
De sicario a Youtuber,13.081,4.9,9.0,60.0,2018.0
Los cazafantasmas de Petatiux,10.048,0.0,0.0,85.0,2002.0
"Papita, maní, tostón",10.911,7.7,62.0,112.0,2013.0
Futurama: Bender's Game,13.798,6.9,375.0,88.0,2008.0
The Disappearance of Alice Creed,12.249,6.5,407.0,100.0,2009.0
劇場版 零〜ゼロ〜,10.772,6.0,24.0,104.0,2014.0
Werewolf: The Beast Among Us,11.799,5.9,163.0,93.0,2012.0
Beasts of the Southern Wild,12.049,6.8,829.0,93.0,2012.0
Valentine,14.116,6.1,52.0,97.0,2017.0
Kristy,9.8,6.0,292.0,86.0,2014.0
Undercover Brother,9.795,5.8,282.0,86.0,2002.0
Rubinrot,13.498,7.0,970.0,122.0,2013.0
En brazos de un asesino,12.319,8.2,273.0,101.0,2019.0
All About Steve,10.547,4.9,795.0,99.0,2009.0
JCVD,8.046,6.6,356.0,96.0,2008.0
The Domestics,10.807,6.2,332.0,95.0,2018.0
The New Guy,13.044,5.9,422.0,88.0,2002.0
복수는 나의 것,9.544,7.5,956.0,129.0,2002.0
Gridlocked,9.801,5.8,130.0,114.0,2016.0
Bunks,10.438,5.7,63.0,80.0,2013.0
À bout de souffle,12.644,7.7,1253.0,90.0,1960.0
The Young Victoria,13.546,7.3,820.0,105.0,2009.0
Because I Said So,9.544,5.9,512.0,102.0,2007.0
Freaks of Nature,10.748,6.2,402.0,92.0,2015.0
Jackass Presents: Bad Grandpa .5,11.296,5.9,180.0,76.0,2014.0
Ewoks: The Battle for Endor,12.041,5.4,173.0,100.0,1985.0
An Autumn Romance,10.151,8.1,67.0,88.0,2021.0
Zoo,9.835,6.8,76.0,96.0,2018.0
Last Shift,9.546,6.1,386.0,88.0,2014.0
Le Petit Nicolas,10.293,6.0,917.0,91.0,2009.0
Fierce Creatures,8.791,6.2,244.0,93.0,1997.0
Steel Magnolias,11.79,7.2,478.0,119.0,1989.0
Stranded,10.045,3.6,109.0,84.0,2013.0
The Swan Princess: Escape from Castle Mountain,11.291,6.1,242.0,71.0,1997.0
All the President's Men,12.289,7.7,1294.0,138.0,1976.0
In the Bedroom,15.04,6.9,227.0,130.0,2001.0
Les Petits Mouchoirs,11.541,7.1,1229.0,154.0,2010.0
The Gateway,11.541,5.5,33.0,90.0,2018.0
Nieve negra,12.047,6.2,156.0,90.0,2017.0
Driven,12.489,5.1,525.0,116.0,2001.0
On Deadly Ground,9.288,4.7,299.0,102.0,1994.0
Giù la testa,10.288,7.8,724.0,157.0,1971.0
Nappily Ever After,12.302,7.2,735.0,100.0,2018.0
A Charlie Brown Christmas,9.288,7.7,436.0,25.0,1965.0
Marjorie Prime,9.796,6.1,140.0,99.0,2017.0
The Little Mermaid,11.071,0.0,0.0,0.0,2023.0
A Little Chaos,11.792,6.3,547.0,117.0,2015.0
Busty Cops: Protect and Serve!,7.145,4.8,12.0,73.0,2009.0
"God, Sex and Truth",14.538,4.7,8.0,19.0,2018.0
Where Hands Touch,10.301,8.1,395.0,122.0,2018.0
Young Frankenstein,15.285,7.9,2430.0,106.0,1974.0
Ben 10 Generator Rex Heroes United,12.099,6.6,27.0,46.0,2011.0
Jessica Darling's It List,10.292,5.9,116.0,79.0,2016.0
They Came Together,9.29,5.6,306.0,83.0,2014.0
Youth in Revolt,10.287,6.2,706.0,87.0,2009.0
Sexy Beast,10.785,7.0,517.0,89.0,2000.0
Scarecrow,11.949,4.3,47.0,85.0,2013.0
Halloweentown,12.285,6.9,391.0,84.0,1998.0
콜,12.037,7.7,403.0,112.0,2020.0
Kickboxer: Vengeance,10.992,5.0,310.0,90.0,2016.0
Bandslam,9.787,5.7,381.0,111.0,2009.0
Amour,11.037,7.8,1220.0,127.0,2012.0
Madame,9.294,6.0,224.0,91.0,2017.0
劇場版 とある魔術の禁書目録 -エンデュミオンの奇蹟-,10.747,7.0,32.0,90.0,2013.0
The Thing About Harry,10.76,7.3,130.0,85.0,2020.0
7:19,10.451,6.4,47.0,94.0,2016.0
Sasori: Korosu tenshi 2,13.593,3.5,2.0,90.0,1998.0
The English Teacher,10.287,5.7,290.0,91.0,2013.0
生きる,10.782,8.4,721.0,143.0,1952.0
Blood Monkey,7.943,4.5,47.0,88.0,2007.0
Верность,11.805,7.0,154.0,82.0,2019.0
Beethoven's 5th,8.532,5.2,169.0,91.0,2003.0
新喜剧之王,11.908,5.5,12.0,91.0,2019.0
Alligator,10.031,5.8,187.0,91.0,1980.0
Boo! A Madea Halloween,11.04,5.7,358.0,103.0,2016.0
Monster High: Fright On!,11.994,6.3,32.0,46.0,2011.0
アート・アイドル声ちゃんの挑戦！ 変躰ランド,12.281,0.0,0.0,90.0,2004.0
Mortadelo y Filemón contra Jimmy el Cachondo,11.786,6.5,117.0,91.0,2014.0
So weit die Füße tragen,8.731,7.2,90.0,158.0,2001.0
Romance & Cigarettes,14.942,6.0,97.0,105.0,2005.0
Pintu Surga Terakhir,16.61,0.0,0.0,0.0,2021.0
The Invitation,11.737,6.5,2008.0,100.0,2015.0
"It's the Great Pumpkin, Charlie Brown",10.781,7.5,258.0,25.0,1966.0
Hamburger Hill,10.03,6.6,287.0,112.0,1987.0
Omen III: The Final Conflict,12.029,5.8,377.0,108.0,1981.0
Lean on Pete,10.292,6.9,240.0,121.0,2018.0
黃金兄弟,11.074,6.6,51.0,100.0,2018.0
The Pagemaster,11.279,6.4,593.0,80.0,1994.0
Gilda: no me arrepiento de este amor,13.797,7.5,42.0,118.0,2016.0
Look Who's Talking,12.977,6.3,1795.0,93.0,1989.0
Return to Oz,11.527,6.6,578.0,109.0,1985.0
The Rookies,9.128,6.7,11.0,113.0,2019.0
Nothing to Hide,16.58,0.0,0.0,15.0,2021.0
Audible,9.982,6.3,12.0,39.0,2021.0
Jenny's Wedding,8.533,5.7,349.0,94.0,2015.0
Kill Chain,13.335,5.4,86.0,92.0,2020.0
Conquest of the Planet of the Apes,14.776,6.2,615.0,88.0,1972.0
Boogeyman,10.278,5.0,554.0,89.0,2005.0
Colegialas lesbianas y el placer de pervertir,11.396,9.1,4.0,76.0,1983.0
Scoop,11.778,6.6,1265.0,96.0,2006.0
Hector and the Search for Happiness,11.281,6.7,671.0,114.0,2014.0
Casualties of War,11.025,7.1,608.0,113.0,1989.0
The New World,9.527,6.6,871.0,151.0,2005.0
Candyman: Farewell to the Flesh,11.775,5.4,224.0,93.0,1995.0
奇门遁甲,9.207,5.9,39.0,113.0,2017.0
Babyteeth,13.561,6.9,193.0,118.0,2020.0
Emmanuelle Through Time: Emmanuelle's Supernatural Sexual Activity,11.899,6.1,4.0,84.0,2012.0
Color of Night,11.475,5.8,400.0,121.0,1994.0
This Day’s Madness did prepare Tomorrow’s Silence,16.561,0.0,0.0,77.0,2021.0
Fairy Tales,13.424,6.5,30.0,82.0,1978.0
喋血雙雄,10.274,7.7,515.0,110.0,1989.0
Dirt,9.187,6.4,55.0,102.0,2018.0
Femme Fatale,10.975,6.2,409.0,114.0,2002.0
Allure,9.247,5.8,57.0,104.0,2018.0
The Letters,11.94,5.8,22.0,114.0,2015.0
La fille à la fourrure,9.333,4.5,2.0,85.0,1978.0
The Philadelphia Experiment,11.687,4.8,97.0,85.0,2012.0
South of Heaven,10.214,6.1,14.0,120.0,2021.0
Soy leyenda,8.174,6.2,5.0,37.0,1967.0
Gloria Bell,9.041,5.9,225.0,102.0,2019.0
Tragedy Girls,8.034,5.9,224.0,98.0,2017.0
Batman: Mystery of the Batwoman,11.024,6.8,271.0,74.0,2003.0
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,12.273,6.6,674.0,88.0,1972.0
I Am Bolt,7.912,7.1,71.0,107.0,2016.0
The Time Machine,8.024,7.4,563.0,103.0,1960.0
Clifford's Really Big Movie,10.054,5.4,26.0,74.0,2004.0
The Majestic,8.773,6.8,534.0,152.0,2001.0
Las tres muertes de Marisela Escobedo,11.569,9.0,175.0,109.0,2020.0
Children of the Corn V: Fields of Terror,11.493,4.2,99.0,83.0,1998.0
La Gloire de mon Père,8.521,7.4,218.0,105.0,1990.0
Mad Genius,8.112,6.0,11.0,90.0,2017.0
The Return of the Pink Panther,11.521,6.8,391.0,113.0,1975.0
The Gold Rush,12.772,8.0,1099.0,89.0,1925.0
Time of the Apes,11.25,3.1,16.0,97.0,1987.0
Team America: World Police,10.271,6.7,1406.0,98.0,2004.0
Dreamscape,11.02,6.2,187.0,99.0,1984.0
The Muppet Movie,11.02,7.1,413.0,97.0,1979.0
Невеста,15.028,5.9,285.0,90.0,2017.0
Young Guns II,12.019,6.5,387.0,104.0,1990.0
Running with the Devil,11.041,5.4,167.0,100.0,2019.0
Citizen X,12.77,7.3,196.0,105.0,1996.0
Night at the Eagle Inn,9.149,5.0,2.0,70.0,2021.0
Les Nouvelles Aventures D'Aladin,11.025,4.7,757.0,107.0,2015.0
Curious George 3: Back to the Jungle,8.304,7.0,26.0,81.0,2015.0
Blood Brother,9.914,5.8,46.0,90.0,2018.0
La Cité des Enfants Perdus,11.018,7.4,749.0,108.0,1995.0
Insidious: The Dark Realm,10.399,0.0,0.0,0.0,2022.0
Armored,13.771,5.7,500.0,88.0,2009.0
Il a déjà tes yeux,10.276,6.1,436.0,95.0,2017.0
辣手神探,11.767,7.6,509.0,126.0,1992.0
The Hitcher,11.019,5.9,676.0,84.0,2007.0
Say It Isn't So,8.268,4.8,124.0,95.0,2001.0
The Edge,13.468,6.8,850.0,117.0,1997.0
Whiskey Tango Foxtrot,11.024,6.2,773.0,112.0,2016.0
Cannibal Ferox,11.016,5.4,167.0,93.0,1981.0
Haute tension,10.667,6.8,921.0,91.0,2003.0
Mirreyes vs Godínez,14.393,6.8,87.0,109.0,2019.0
Hasta el cielo,11.821,6.4,127.0,121.0,2020.0
Amarcord,10.015,8.0,763.0,123.0,1973.0
Billy Elliot,13.766,7.6,3051.0,110.0,2000.0
Dinosaur Island,9.521,5.5,109.0,90.0,2014.0
Earthquake Bird,11.538,5.9,320.0,107.0,2019.0
La Môme,10.266,7.5,1255.0,140.0,2007.0
Stranger Than Fiction,14.766,7.3,1756.0,113.0,2006.0
Coneheads,12.264,5.3,673.0,87.0,1993.0
The Birth of a Nation,9.023,6.6,447.0,120.0,2016.0
Fair Haven,7.794,6.5,59.0,90.0,2017.0
Dark Water,11.016,5.5,739.0,105.0,2005.0
Lucky,8.525,7.3,395.0,88.0,2017.0
A Fall from Grace,11.791,7.1,702.0,120.0,2020.0
The Last Vermeer,8.175,6.7,37.0,118.0,2020.0
The Sessions,10.517,7.0,416.0,95.0,2012.0
Les affamés,11.274,5.9,279.0,103.0,2017.0
カメラを止めるな！,9.524,7.7,427.0,96.0,2017.0
Christmas Under Wraps,12.219,5.8,112.0,88.0,2014.0
"To Wong Foo, Thanks for Everything! Julie Newmar",9.263,7.3,459.0,109.0,1995.0
Perinbaba a dva svety,16.45,0.0,0.0,0.0,2021.0
Sniper: Assassin's End,12.217,6.6,89.0,95.0,2020.0
Piranha Sharks,12.137,6.9,29.0,79.0,2014.0
The Four Feathers,10.013,6.6,416.0,132.0,2002.0
劇場版 抱かれたい男1位に脅されています。～スペイン編～,14.161,1.3,2.0,0.0,2021.0
Lords of Chaos,9.527,6.6,259.0,118.0,2018.0
68 Kill,8.894,5.8,79.0,92.0,2018.0
Poison Ivy 2: Lily,11.033,4.8,84.0,106.0,1996.0
Night of the Animated Dead,11.148,6.7,67.0,70.0,2021.0
おくりびと,11.763,7.9,555.0,130.0,2008.0
Clifford,11.151,4.9,63.0,89.0,1994.0
The Rising Hawk,10.044,6.0,67.0,110.0,2019.0
Hollow Point,9.78,6.9,103.0,90.0,2019.0
Hulk: Where Monsters Dwell,11.389,6.9,54.0,75.0,2016.0
The Man Who Fell to Earth,12.76,6.5,360.0,138.0,1976.0
El padrino,9.522,5.9,17.0,128.0,2004.0
Napoleon Dynamite,9.711,6.8,1349.0,95.0,2004.0
Power Rangers SPD: Zapped,9.012,0.0,0.0,130.0,2005.0
The Red Pill,11.519,7.5,139.0,118.0,2016.0
True Story,10.265,6.3,1556.0,99.0,2015.0
変態家族 兄貴の嫁さん,16.419,5.2,13.0,63.0,1984.0
Arthur & Merlin: Knights of Camelot,11.543,5.3,105.0,91.0,2020.0
Death Wish II,12.259,6.3,308.0,88.0,1982.0
An American Tail: The Treasure of Manhattan Island,10.51,6.3,128.0,78.0,1998.0
Avenging Angelo,8.76,5.5,170.0,97.0,2002.0
Girl with a Pearl Earring,9.26,6.6,1084.0,101.0,2003.0
Liberty Stands Still,8.76,5.3,104.0,96.0,2002.0
The Kindergarten Teacher,12.523,6.6,236.0,96.0,2018.0
Сказка сказок,16.411,7.4,95.0,29.0,1979.0
The Philadelphia Experiment,12.258,6.1,251.0,102.0,1984.0
Overboard,11.508,6.8,608.0,106.0,1987.0
Seabiscuit,11.009,7.0,612.0,141.0,2003.0
Dungeons & Dragons,9.509,4.3,434.0,107.0,2000.0
The Story of Star Wars,12.089,7.6,11.0,60.0,2004.0
Cruise,7.412,6.1,63.0,90.0,2018.0
Santa Buddies,11.76,5.9,159.0,88.0,2009.0
Swiped,11.273,4.5,619.0,93.0,2018.0
Proxima,10.782,6.4,243.0,107.0,2019.0
"Yes, God, Yes",11.045,6.4,314.0,78.0,2020.0
Woman in Gold,11.713,7.4,1092.0,109.0,2015.0
Wildlife,11.272,6.7,509.0,105.0,2018.0
Reds,10.256,7.1,222.0,195.0,1981.0
Sightless,11.801,7.1,238.0,89.0,2020.0
Within,9.015,5.4,218.0,88.0,2016.0
The Grand Seduction,9.511,6.7,226.0,112.0,2013.0
The Full Monty,11.006,7.0,1200.0,91.0,1997.0
The Wedding Date,11.257,6.8,937.0,88.0,2005.0
Sex and Death 101,10.757,6.0,199.0,100.0,2007.0
러브 유어셀프 인 서울,13.522,8.7,338.0,113.0,2019.0
We Have Always Lived in the Castle,10.524,5.3,196.0,96.0,2019.0
Summer Catch,10.256,5.4,139.0,108.0,2001.0
After the Wedding,14.025,6.4,156.0,110.0,2019.0
STAR DRIVER 閃亮的塔克特 THE MOVIE,12.538,7.0,1.0,150.0,2013.0
Eye of the Needle,8.254,6.7,151.0,108.0,1981.0
In the Same Breath,15.869,6.8,10.0,98.0,2021.0
After Hours,9.754,7.5,960.0,97.0,1985.0
Beyond the Call to Duty,11.152,4.8,13.0,95.0,2016.0
Oggy et les cafards,10.389,6.8,46.0,80.0,2013.0
JFK,14.753,7.6,1499.0,189.0,1991.0
LUPIN THE IIIRD 血煙の石川五ェ門,13.402,7.8,88.0,54.0,2017.0
Alvin and the Chipmunks Meet the Wolfman,11.254,6.8,135.0,77.0,2000.0
The First Wives Club,10.754,6.7,579.0,102.0,1996.0
Contes immoraux,9.753,5.9,151.0,103.0,1973.0
The Boat That Rocked,13.256,7.3,1680.0,135.0,2009.0
Half Past Dead,14.254,5.2,259.0,98.0,2002.0
Scanners,10.502,6.8,806.0,103.0,1981.0
Crown for Christmas,10.009,6.7,118.0,84.0,2015.0
Nancy Drew,8.754,6.1,406.0,99.0,2007.0
Shivers,11.252,6.3,421.0,88.0,1975.0
Fasandræberne,11.008,7.1,448.0,116.0,2014.0
旺角卡門,9.501,7.0,161.0,102.0,1988.0
3 Ninjas,12.701,5.8,333.0,84.0,1992.0
Grâce à Dieu,9.769,7.2,399.0,137.0,2019.0
Titanic,12.842,6.4,78.0,98.0,1953.0
The Fifth Estate,10.506,6.0,783.0,128.0,2013.0
The Matador,9.203,6.3,332.0,96.0,2005.0
Lottery Ticket,13.004,5.6,133.0,99.0,2010.0
The Painted Veil,9.503,7.3,862.0,125.0,2006.0
The Devil Below,12.704,5.3,46.0,89.0,2021.0
Family Guy Presents: It's a Trap!,10.403,6.8,333.0,57.0,2011.0
A Flintstones Christmas Carol,12.58,6.6,86.0,70.0,1994.0
Les infidèles,10.254,4.8,560.0,109.0,2012.0
Bullitt,11.501,7.2,744.0,113.0,1968.0
Shutter,9.501,5.6,510.0,85.0,2008.0
Niagara,10.5,6.8,252.0,92.0,1953.0
Suite Française,11.255,7.4,953.0,103.0,2015.0
La Civil,8.239,4.3,3.0,140.0,2021.0
Wine Country,9.018,5.5,416.0,103.0,2019.0
Set It Up,14.263,7.0,2166.0,105.0,2018.0
We Summon the Darkness,11.99,5.6,103.0,91.0,2020.0
3 Ninjas Knuckle Up,11.698,5.2,147.0,85.0,1994.0
劇場版 カードキャプターさくら 封印されたカード,12.949,8.2,135.0,80.0,2000.0
BloodRayne: The Third Reich,11.751,4.0,141.0,79.0,2010.0
A Secret Love,10.26,7.5,91.0,83.0,2020.0
Made in Italy,11.788,5.9,157.0,94.0,2020.0
No Estamos Solos,9.345,5.9,53.0,76.0,2016.0
Geek Charming,11.502,6.6,639.0,99.0,2011.0
Chick Fight,10.048,5.9,167.0,98.0,2020.0
Extortion,10.256,6.1,210.0,108.0,2017.0
Les Couloirs du Temps : Les Visiteurs II,9.748,6.0,798.0,118.0,1998.0
Dan in Real Life,8.999,6.5,910.0,98.0,2007.0
Duck Duck Goose,13.26,6.2,113.0,82.0,2018.0
The Stepfather,11.75,5.8,623.0,101.0,2009.0
Die kleine Hexe,12.758,6.9,101.0,105.0,2018.0
Sex Files: Alien Erotica,11.427,6.7,6.0,99.0,1998.0
Emanuelle nera,10.416,4.6,39.0,94.0,1975.0
Fantasma,10.654,5.0,5.0,0.0,2016.0
Death Sentence,10.748,6.6,796.0,105.0,2007.0
I Spy,12.147,5.4,742.0,97.0,2002.0
A Vigilante,11.264,5.5,255.0,92.0,2019.0
Rob Roy,7.995,6.8,461.0,139.0,1995.0
Emanuelle e gli ultimi cannibali,9.485,4.6,58.0,85.0,1977.0
The Postcard Killings,9.775,6.6,362.0,101.0,2020.0
Get a Job,10.503,5.3,507.0,93.0,2016.0
Gaia,12.914,5.9,88.0,97.0,2021.0
No dormirás,9.507,5.4,111.0,106.0,2018.0
Casper's Haunted Christmas,8.246,5.4,151.0,84.0,2000.0
Santa & Cie,11.706,6.3,475.0,99.0,2017.0
Blade: House of Chthon,11.056,5.9,52.0,89.0,2008.0
How the West Was Won,9.995,7.1,293.0,162.0,1962.0
"20,000 Leagues Under the Sea",10.245,7.1,567.0,127.0,1954.0
Lumberjack Man,16.275,4.9,74.0,105.0,2015.0
Stomp the Yard 2: Homecoming,10.647,5.4,80.0,90.0,2010.0
Legado en los huesos,11.519,6.7,303.0,121.0,2019.0
Her Infidelity,9.69,4.3,23.0,88.0,2015.0
Batman Tech,7.636,7.2,13.0,45.0,2008.0
Fire Down Below,9.494,5.6,254.0,105.0,1997.0
Love Wedding Repeat,10.774,5.7,574.0,100.0,2020.0
L'Ascension,12.002,6.8,701.0,103.0,2017.0
Dennis the Menace Strikes Again!,10.744,5.5,156.0,71.0,1998.0
Intruders,11.5,5.9,364.0,90.0,2016.0
The Rocketeer,13.243,6.5,665.0,108.0,1991.0
High Plains Drifter,11.242,7.5,756.0,105.0,1973.0
La mala educación,8.493,7.4,675.0,106.0,2004.0
Trash,10.748,7.1,480.0,112.0,2014.0
Sunrise: A Song of Two Humans,9.493,7.9,545.0,94.0,1927.0
Best of the Best,11.742,6.5,190.0,97.0,1989.0
Orgazmo,10.743,6.2,290.0,94.0,1997.0
The Laundromat,11.764,6.0,906.0,96.0,2019.0
The Madagascar Penguins in a Christmas Caper,9.243,6.7,212.0,11.0,2005.0
Why Did You Kill Me?,16.251,6.4,92.0,83.0,2021.0
I Walked with a Zombie,10.742,6.9,173.0,69.0,1943.0
Alfie,10.993,5.7,648.0,103.0,2004.0
Muži v naději,9.245,7.5,121.0,115.0,2011.0
Draft Day,10.496,6.7,716.0,110.0,2014.0
Zombie Tidal Wave,10.643,4.6,21.0,86.0,2019.0
The Atticus Institute,10.747,5.6,245.0,92.0,2015.0
One December Night,11.697,0.0,0.0,84.0,2021.0
Universal Soldier II: Brothers in Arms,11.611,4.6,29.0,92.0,1998.0
Best in Show,10.44,7.0,429.0,90.0,2000.0
Paris Can Wait,10.498,5.7,181.0,92.0,2016.0
Maladolescenza,12.589,5.2,45.0,94.0,1977.0
Get Him to the Greek,13.992,5.9,1353.0,109.0,2010.0
Vegas Vacation,11.99,6.1,450.0,93.0,1997.0
Manhattan,9.439,7.8,1809.0,96.0,1979.0
"Love, Weddings & Other Disasters",14.173,6.3,21.0,96.0,2020.0
Little Giants,12.739,6.3,317.0,107.0,1994.0
The Star Wars Holiday Special,12.739,3.3,334.0,97.0,1978.0
Be Cool,9.49,5.4,687.0,118.0,2005.0
The Robe,11.239,6.8,159.0,135.0,1953.0
Porno para principiantes,10.231,6.4,24.0,93.0,2019.0
Aida Rodriguez: Fighting Words,11.607,0.0,0.0,63.0,2021.0
How to Lose Friends & Alienate People,9.99,6.0,567.0,110.0,2008.0
Breakdown,12.239,6.8,611.0,95.0,1997.0
Cinderella and the Secret Prince,10.733,6.5,41.0,90.0,2018.0
King Kong Lives,10.487,5.3,136.0,105.0,1986.0
西遊記大結局之仙履奇緣,10.237,7.6,110.0,99.0,1995.0
Cocktail,11.487,6.0,1046.0,104.0,1988.0
Soaked in Bleach,8.494,7.1,143.0,100.0,2015.0
Demon Slayer,11.168,6.5,6.0,84.0,2003.0
Garfield Gets Real,9.379,5.0,88.0,75.0,2007.0
The Exception,11.747,6.9,322.0,107.0,2017.0
Ocho apellidos vascos,10.242,6.7,517.0,98.0,2014.0
Coco,10.74,4.4,448.0,95.0,2009.0
Capricorn One,9.237,6.8,314.0,123.0,1977.0
Fahrenheit 451,9.238,7.2,673.0,113.0,1966.0
The Swan Princess: A Royal Myztery,12.95,7.2,40.0,79.0,2018.0
Lying to Be Perfect,11.889,6.2,110.0,89.0,2010.0
Woman on Top,9.237,6.0,157.0,92.0,2000.0
Superintelligence,12.791,6.0,115.0,106.0,2020.0
Sneakers,9.486,6.9,653.0,126.0,1992.0
Malcolm X,11.486,7.5,1174.0,202.0,1992.0
Снежная Королева: Зазеркалье,11.092,7.9,53.0,87.0,2018.0
Red Dog,8.99,7.2,263.0,92.0,2011.0
Mayor Pete,15.467,0.0,0.0,96.0,2021.0
Downhill,7.763,5.4,189.0,87.0,2020.0
Batman Unlimited: Monster Mayhem,10.962,6.2,99.0,81.0,2015.0
The Hand that Rocks the Cradle,12.735,6.9,631.0,110.0,1992.0
Take This Waltz,8.738,6.4,251.0,116.0,2011.0
Splinter,10.486,6.1,503.0,82.0,2008.0
Sliver,11.234,5.4,472.0,108.0,1993.0
Girl,12.649,7.3,534.0,105.0,2018.0
Shark Bait,9.986,5.1,193.0,77.0,2006.0
Chances Are,11.734,6.7,198.0,108.0,1989.0
Rattlesnake,11.257,5.2,335.0,85.0,2019.0
Les Traducteurs,16.178,6.7,276.0,105.0,2019.0
Star Trek III: The Search for Spock,7.863,6.6,970.0,105.0,1984.0
Real Genius,10.983,6.7,283.0,106.0,1985.0
Madre,12.911,6.5,89.0,97.0,2016.0
La isla mínima,10.489,7.1,744.0,105.0,2014.0
Sex: Unzipped,9.327,2.7,3.0,59.0,2021.0
Halloween: Black Eyes,8.545,2.5,2.0,99.0,2010.0
Boys Don't Cry,10.233,7.5,982.0,118.0,1999.0
Showbiz Kids,11.079,6.5,27.0,95.0,2020.0
Requiem for a Dream,12.491,8.0,7620.0,102.0,2000.0
"New York, I Love You",10.983,5.9,400.0,103.0,2008.0
カイト,8.362,6.8,71.0,50.0,1998.0
Maniac,10.235,6.0,680.0,89.0,2012.0
Black Christmas,10.756,4.7,361.0,92.0,2019.0
Chuck,9.74,6.2,104.0,101.0,2017.0
ベルセルク 黄金時代篇II ドルドレイ攻略,10.734,7.5,232.0,98.0,2012.0
A Charlie Brown Thanksgiving,9.48,7.4,165.0,25.0,1973.0
Metropolis,16.081,8.2,1902.0,149.0,1927.0
Wolverine: Origin,9.725,7.0,8.0,71.0,2013.0
The Italian Job,10.731,7.0,502.0,99.0,1969.0
Pierrot le fou,8.481,7.5,589.0,110.0,1965.0
Zombie World 2,14.359,6.0,4.0,88.0,2017.0
2012 Doomsday,11.591,3.0,87.0,85.0,2008.0
Blades of Glory,11.481,6.1,1325.0,93.0,2007.0
Go to Kill,16.139,0.0,0.0,95.0,2021.0
The Cutting Edge: Fire & Ice,9.482,6.4,122.0,90.0,2010.0
"Angus, Thongs and Perfect Snogging",10.231,6.4,687.0,100.0,2008.0
The Hitcher,10.479,7.0,581.0,98.0,1986.0
Kiss the Girls,13.43,6.5,1108.0,115.0,1997.0
Forever Young,10.729,6.5,666.0,102.0,1992.0
Finding the Werewolf,9.601,0.0,0.0,90.0,2021.0
Clownhouse,10.728,6.2,121.0,81.0,1989.0
Девятая,8.412,6.0,22.0,99.0,2019.0
Inconceivable,11.988,5.7,264.0,105.0,2017.0
"The Death of ""Superman Lives"": What Happened?",9.894,6.8,97.0,105.0,2015.0
Life Itself,9.484,7.6,272.0,121.0,2014.0
Pornorama,11.14,5.7,22.0,94.0,2007.0
Slaughterhouse Rulez,10.244,5.6,302.0,104.0,2018.0
Mal de pierres,9.986,6.6,251.0,120.0,2016.0
The Wilde Wedding,8.008,5.4,59.0,95.0,2017.0
Hey Arnold! The Movie,10.978,6.5,285.0,76.0,2002.0
Disclosure,11.727,6.2,874.0,123.0,1994.0
The Unspoken,8.884,4.3,55.0,90.0,2015.0
Saving Zoë,8.997,6.0,129.0,95.0,2019.0
Lucy in the Sky,13.499,5.0,127.0,125.0,2019.0
Down,9.477,5.1,105.0,111.0,2001.0
The Rum Diary,9.73,5.9,903.0,120.0,2011.0
Nicky Larson et le parfum de Cupidon,9.742,6.6,605.0,91.0,2019.0
I Saw the Light,11.682,6.3,153.0,123.0,2016.0
Repulsion,9.926,7.5,694.0,105.0,1965.0
We Are Marshall,10.477,6.9,497.0,124.0,2006.0
Untraceable,8.227,6.2,640.0,101.0,2008.0
Halloween Night,8.677,3.6,15.0,85.0,2006.0
The Crow: Salvation,15.226,5.3,224.0,102.0,2000.0
How to Build a Better Boy,10.231,6.4,313.0,90.0,2014.0
Duma,9.976,7.2,129.0,100.0,2005.0
Casino Jack,8.727,5.9,208.0,108.0,2010.0
American Pie Revealed: The Complete Story of All Three Comedies,14.535,2.0,2.0,213.0,2004.0
Homeward Bound: The Incredible Journey,10.974,6.9,766.0,84.0,1993.0
Brigsby Bear,9.735,7.1,283.0,97.0,2017.0
StreetDance 2,11.978,6.1,318.0,85.0,2012.0
Rampage: Capital Punishment,8.979,5.9,167.0,93.0,2014.0
Harbinger Down,9.73,4.5,142.0,82.0,2015.0
Blood Work,11.474,6.1,565.0,110.0,2002.0
Hondo,7.724,6.6,132.0,83.0,1953.0
殺手之王,10.723,7.0,119.0,103.0,1998.0
ひぐらしのなく頃に 誓,8.735,6.5,17.0,106.0,2009.0
The Kite Runner,12.424,7.3,930.0,128.0,2007.0
