original_title,popularity,vote_average,vote_count,runtime,release_year
Still Screaming: The Ultimate Scary Movie Retrospective,7.754,7.6,12.0,93.0,2011.0
The Doors,13.391,7.1,997.0,140.0,1991.0
마약왕,12.866,6.2,82.0,139.0,2018.0
ARCANE,17.641,0.0,0.0,7.0,2021.0
Uncanny Annie,10.392,6.3,41.0,80.0,2019.0
Scooby-Doo! Meets the Boo Brothers,12.589,7.2,153.0,92.0,1987.0
The Librarian: Quest for the Spear,11.389,6.2,478.0,106.0,2004.0
Romeo and Juliet,9.639,7.4,480.0,138.0,1968.0
Tucker and Dale vs. Evil,11.641,7.4,2065.0,89.0,2010.0
Phenomenon,13.889,6.3,830.0,123.0,1996.0
Another Earth,14.142,6.7,1245.0,92.0,2011.0
Nutty Professor II: The Klumps,10.388,5.0,1004.0,106.0,2000.0
Padre no hay más que uno 2: la llegada de la suegra,13.176,6.8,105.0,96.0,2020.0
The Prom,11.691,6.4,507.0,132.0,2020.0
Teen Beach 2,11.394,6.8,484.0,104.0,2015.0
The Color of Money,10.086,6.8,936.0,119.0,1986.0
White Men Can't Jump,11.136,6.7,925.0,115.0,1992.0
Ride or Die,11.044,5.7,3.0,81.0,2021.0
The Hills Have Eyes,13.535,6.2,583.0,90.0,1977.0
The Chase,12.385,5.7,256.0,89.0,1994.0
Shifter,11.654,3.8,8.0,85.0,2020.0
Dangerous Minds,13.384,6.9,817.0,99.0,1995.0
Cuento de Navidad,12.826,6.6,48.0,72.0,2005.0
Cocoon,10.883,6.6,932.0,117.0,1985.0
The To Do List,9.888,5.8,832.0,104.0,2013.0
War Machine,9.893,5.5,878.0,122.0,2017.0
Compulsion,10.902,4.9,42.0,92.0,2016.0
Fruitvale Station,8.838,7.4,952.0,82.0,2013.0
Swingers,10.383,7.0,530.0,96.0,1996.0
Submergence,7.643,5.4,221.0,112.0,2017.0
Penelope,13.384,6.7,1170.0,103.0,2006.0
13 Sins,12.387,6.3,830.0,93.0,2014.0
Masters of the Universe,10.882,5.7,624.0,106.0,1987.0
Hercules in New York,8.132,4.1,192.0,91.0,1970.0
Pitbull,17.56,0.0,0.0,0.0,2021.0
The Tale,11.393,7.1,315.0,115.0,2018.0
劇場版 マクロスF 虚空歌姫 ~イツワリノウタヒメ~,13.334,7.4,15.0,120.0,2009.0
Fatal Attraction,14.131,6.8,1000.0,119.0,1987.0
Love & Friendship,12.089,6.1,416.0,94.0,2016.0
극한직업,9.148,7.0,122.0,111.0,2019.0
Better Living Through Chemistry,10.886,6.0,206.0,91.0,2014.0
The Game Changers,10.403,7.3,221.0,88.0,2019.0
Phoenix Forgotten,11.64,6.0,213.0,80.0,2017.0
Get Over It,12.631,5.6,214.0,86.0,2001.0
Return to Halloweentown,12.632,6.6,353.0,88.0,2006.0
Berlin Syndrome,11.889,6.0,500.0,116.0,2017.0
A History of Sex,12.4,6.8,9.0,73.0,2003.0
The Rage: Carrie 2,12.33,5.6,284.0,104.0,1999.0
A Pink Christmas,8.168,6.7,43.0,30.0,1978.0
Wicker Park,13.63,6.9,514.0,114.0,2004.0
"Oh, Ramona!",14.895,5.7,320.0,109.0,2019.0
Scorched Earth,10.989,5.3,70.0,93.0,2018.0
Achtste Groepers Huilen Niet,10.631,8.1,209.0,105.0,2012.0
Curious George 2: Follow That Monkey!,12.9,6.7,84.0,80.0,2009.0
Bugs Bunny's Looney Christmas Tales,12.957,6.4,41.0,22.0,1979.0
Short Circuit,13.877,6.6,1101.0,98.0,1986.0
Icarus,9.886,7.7,536.0,121.0,2017.0
遊☆戯☆王,9.007,6.8,46.0,31.0,1999.0
Falling in Love,13.125,6.8,251.0,102.0,1984.0
Fack ju Göhte,10.58,7.0,1377.0,119.0,2013.0
神話,10.377,6.3,255.0,118.0,2005.0
K-9,11.575,6.1,715.0,101.0,1989.0
The Siege,10.126,6.3,971.0,116.0,1998.0
7 Prisioneiros,17.492,0.0,0.0,93.0,2021.0
Just Wright,9.377,6.4,304.0,100.0,2010.0
Le Samouraï,14.875,7.9,682.0,105.0,1967.0
A Matter of Faith,13.26,5.0,21.0,88.0,2014.0
Lavender,11.132,5.7,248.0,92.0,2016.0
Frank & Lola,11.132,5.6,130.0,88.0,2016.0
Re-Animator,11.873,7.1,908.0,86.0,1985.0
三少爷的剑,14.752,6.4,79.0,108.0,2016.0
Friday After Next,11.374,6.3,285.0,85.0,2002.0
Against All Odds,15.623,5.6,123.0,128.0,1984.0
Sense and Sensibility,13.624,7.5,1247.0,136.0,1995.0
Last Knights,10.128,6.5,849.0,115.0,2015.0
Mardi Gras : Spring Break,12.836,5.0,82.0,88.0,2011.0
The Darjeeling Limited,8.824,7.2,2619.0,92.0,2007.0
Spinning Man,12.135,5.5,312.0,100.0,2018.0
염력,11.884,6.2,204.0,101.0,2018.0
The Outcasts,10.882,6.2,441.0,95.0,2017.0
The Jungle Book: Mowgli's Story,7.487,5.8,45.0,77.0,1998.0
Primer,15.124,6.9,1593.0,77.0,2004.0
隠し砦の三悪人,10.623,8.0,388.0,139.0,1958.0
The Apparition,10.876,4.4,332.0,82.0,2012.0
Beastie Boys Story,13.023,7.8,79.0,119.0,2020.0
10 Minutes Gone,9.394,5.6,153.0,89.0,2019.0
Last Holiday,11.623,7.0,486.0,112.0,2006.0
Aliens in the Attic,15.823,5.6,792.0,86.0,2009.0
XOXO,12.828,6.0,542.0,92.0,2016.0
ワンピース ~ハートオブ ゴールド~,8.989,7.2,37.0,104.0,2016.0
劇場版カードキャプターさくら,11.121,7.7,103.0,81.0,1999.0
Love Happens,10.872,5.9,526.0,109.0,2009.0
Fir Crazy,11.564,5.9,48.0,87.0,2013.0
El silencio del pantano,13.093,5.3,190.0,92.0,2019.0
Bad Samaritan,12.581,6.8,493.0,111.0,2018.0
Přání Ježíškovi,17.437,0.0,0.0,0.0,2021.0
Dressed to Kill,10.618,6.9,564.0,105.0,1980.0
Dangerous Lies,13.352,6.5,339.0,96.0,2020.0
8 tiros,10.715,7.3,3.0,0.0,2015.0
映画ドラえもん のび太とロボット王国（キングダム）,8.329,6.6,7.0,81.0,2002.0
My Christmas Family Tree,12.825,0.0,0.0,84.0,2021.0
El agente topo,13.923,8.2,138.0,89.0,2020.0
3-Headed Shark Attack,9.875,4.1,117.0,90.0,2015.0
To Live and Die in L.A.,11.118,7.1,412.0,116.0,1985.0
Chasing Papi,12.578,7.2,82.0,80.0,2003.0
Around the World in Eighty Days,11.118,6.7,330.0,175.0,1956.0
The Endless,9.63,6.3,710.0,112.0,2018.0
LOL,11.071,6.1,2380.0,97.0,2012.0
H2O Just Add Water - The Movie,11.729,6.6,87.0,91.0,2008.0
¡Átame!,10.117,7.0,422.0,102.0,1990.0
Rémi sans famille,12.132,8.1,312.0,109.0,2018.0
Look Who's Talking Too,10.816,5.5,1073.0,81.0,1990.0
The Blackcoat's Daughter,12.126,5.7,442.0,93.0,2017.0
The Day of the Jackal,11.116,7.6,369.0,143.0,1973.0
Viceroy's House,12.376,6.7,219.0,106.0,2017.0
First Knight,12.566,6.1,886.0,134.0,1995.0
The Vast of Night,12.086,6.6,679.0,91.0,2019.0
October Sky,11.616,7.6,865.0,108.0,1999.0
Getaway,15.62,5.1,506.0,90.0,2013.0
Thank You for Your Service,10.125,6.5,258.0,109.0,2017.0
Man of the House,9.866,5.7,350.0,100.0,2005.0
2:22,13.874,5.9,1217.0,99.0,2017.0
"관전, 섹스 과외",13.153,0.0,0.0,71.0,2020.0
Goya's Ghosts,8.566,6.6,352.0,114.0,2006.0
Monkey Kingdom,10.62,6.9,103.0,81.0,2015.0
Rugrats in Paris: The Movie,16.365,6.6,374.0,78.0,2000.0
The Way,8.366,7.1,425.0,128.0,2010.0
The Ghost and the Darkness,13.864,6.7,701.0,109.0,1996.0
Tom and Jerry: A Nutcracker Tale,12.155,6.8,93.0,46.0,2007.0
Pablo Escobar: King of Cocaine,11.483,6.8,4.0,60.0,1998.0
Linda,9.162,5.7,10.0,81.0,1981.0
Love in the Time of Cholera,11.864,6.6,279.0,139.0,2007.0
Derailed,12.114,6.3,753.0,108.0,2005.0
La Haine,13.511,8.1,2690.0,98.0,1995.0
Drive,10.745,5.7,37.0,147.0,2019.0
Dracula: Dead and Loving It,11.612,6.0,689.0,88.0,1995.0
Harry & Meghan: A Royal Romance,11.624,6.9,164.0,120.0,2018.0
Schulmädchen-Report 4. Teil: Was Eltern oft verzweifeln läßt,13.1,5.7,8.0,88.0,1972.0
Beast of Burden,12.492,4.2,79.0,90.0,2018.0
Doctor Who: Twice Upon a Time,11.942,8.2,94.0,60.0,2017.0
Loving Annabelle,9.362,6.4,202.0,77.0,2007.0
Grandma's Boy,12.111,6.7,473.0,94.0,2006.0
Pleasantville,10.859,7.3,1292.0,124.0,1998.0
Une vraie jeune fille,10.228,5.4,79.0,89.0,1976.0
Waiting for the Barbarians,10.379,6.0,190.0,114.0,2019.0
Flawless,10.609,6.6,335.0,108.0,2007.0
El practicante,12.401,6.1,467.0,94.0,2020.0
The Kid,12.108,6.5,718.0,104.0,2000.0
The Last Days of American Crime,9.892,6.6,659.0,149.0,2020.0
Life of Crime,11.637,5.7,293.0,94.0,2013.0
Breathless,9.857,5.9,169.0,100.0,1983.0
The Book of Love,12.116,6.5,165.0,107.0,2017.0
Notorious,8.86,6.9,504.0,122.0,2009.0
うる星やつら いつだってマイ・ダーリン,13.847,5.4,8.0,77.0,1991.0
阿飛正傳,14.606,7.3,273.0,94.0,1990.0
For Love of the Game,14.857,6.5,293.0,137.0,1999.0
Tin Cup,11.357,6.0,385.0,135.0,1996.0
Midnight Run,11.106,7.2,734.0,126.0,1988.0
4/20 Massacre,15.468,6.1,45.0,85.0,2018.0
Air America,9.856,5.8,422.0,112.0,1990.0
Keanu,10.613,6.0,833.0,99.0,2016.0
Timmy Failure: Mistakes Were Made,12.632,6.2,128.0,99.0,2020.0
The Jack in the Box,11.383,5.4,112.0,87.0,2020.0
Lolly-Madonna XXX,8.815,5.1,7.0,103.0,1973.0
Osmosis Jones,13.106,6.5,796.0,95.0,2001.0
El arca,9.926,4.6,19.0,88.0,2007.0
The Tunnel,12.557,5.8,254.0,90.0,2011.0
It's a SpongeBob Christmas!,12.607,6.9,164.0,23.0,2012.0
Our Brand Is Crisis,10.11,5.8,399.0,108.0,2015.0
Tři oříšky pro Popelku,10.853,7.7,237.0,82.0,1973.0
Whiteout,11.106,5.5,542.0,101.0,2009.0
Death Wish V: The Face of Death,10.603,5.5,178.0,95.0,1994.0
Shrek the Musical,11.518,7.2,72.0,130.0,2013.0
Jungle Run,8.267,6.6,76.0,86.0,2021.0
Christmas in My Heart,7.739,5.3,3.0,84.0,2021.0
晴雅集,10.658,7.7,101.0,132.0,2020.0
Mystic Pizza,11.101,6.3,363.0,104.0,1988.0
Maudie,11.609,7.8,311.0,115.0,2016.0
A Perfect Day,13.107,6.6,490.0,106.0,2015.0
Falcon Rising,9.356,6.2,255.0,103.0,2014.0
Slow West,10.356,6.7,776.0,84.0,2015.0
Queen: Live at Wembley Stadium,14.099,8.5,103.0,110.0,1986.0
The Big Green,9.599,5.6,139.0,100.0,1995.0
The Rules of Attraction,9.35,6.2,407.0,111.0,2002.0
Can't Buy Me Love,12.099,7.0,487.0,94.0,1987.0
Waist Deep,12.6,6.5,185.0,97.0,2006.0
Love in the Afternoon,10.599,7.1,206.0,130.0,1957.0
Natale in Sudafrica,9.851,4.5,262.0,105.0,2010.0
The Order,10.549,4.9,177.0,89.0,2001.0
Tiny Shoulders: Rethinking Barbie,14.08,7.0,24.0,91.0,2018.0
Salt and Fire,10.156,4.8,60.0,98.0,2016.0
Arlington Road,12.048,7.0,762.0,117.0,1999.0
Appaloosa,8.849,6.6,742.0,115.0,2008.0
Teenage Mutant Ninja Turtles III,11.597,5.4,561.0,96.0,1993.0
The Treasure of the Sierra Madre,12.098,8.0,807.0,126.0,1948.0
Locke,10.052,6.9,2086.0,85.0,2014.0
Un Dios prohibido,10.492,6.1,13.0,133.0,2013.0
The Ruins,12.098,5.9,807.0,91.0,2008.0
El deseo de Ana,8.82,6.3,40.0,72.0,2019.0
The Lost Girls,14.018,0.0,0.0,100.0,2021.0
Vox Lux,10.31,5.9,371.0,114.0,2018.0
Dark Night of the Scarecrow,9.475,6.5,96.0,96.0,1981.0
Madea Goes to Jail,10.848,6.6,139.0,103.0,2009.0
Virgen de San Juan,8.524,7.8,4.0,0.0,2021.0
Why Hide?,8.558,5.7,15.0,85.0,2018.0
Mein Blind Date mit dem Leben,11.353,7.6,227.0,111.0,2017.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,11.344,6.1,789.0,88.0,1991.0
Selma,9.35,7.4,1847.0,127.0,2014.0
Sharktopus,9.347,4.6,111.0,89.0,2010.0
Juice WRLD: Into the Abyss,17.205,0.0,0.0,115.0,2021.0
My Blueberry Nights,13.344,6.4,540.0,95.0,2007.0
Young Guns,13.342,6.7,661.0,107.0,1988.0
The Drawn Together Movie: The Movie!,10.595,6.4,131.0,72.0,2010.0
Салют-7,11.103,7.2,337.0,106.0,2017.0
Der 7bte Zwerg,7.366,5.4,69.0,87.0,2014.0
Torrente 3: El protector,10.843,5.4,114.0,91.0,2005.0
8½,12.842,8.3,1629.0,139.0,1963.0
Frontera,9.936,6.5,134.0,103.0,2014.0
Русалка. Озеро мертвых,13.355,6.3,249.0,90.0,2018.0
ワンダフルライフ,10.342,7.2,129.0,118.0,1998.0
Crash,11.841,6.6,700.0,96.0,1996.0
The True Cost,10.847,7.7,184.0,92.0,2015.0
Out of the Dark,11.096,4.9,122.0,92.0,2014.0
國產凌凌漆,11.7,6.8,87.0,84.0,1994.0
Angel of Mine,14.112,6.3,181.0,98.0,2019.0
Havoc,9.342,5.2,212.0,85.0,2005.0
Juice,12.339,7.2,284.0,96.0,1992.0
If Only,11.09,6.9,426.0,92.0,2004.0
Song to Song,11.099,5.4,705.0,129.0,2017.0
Green Street Hooligans: Underground,9.544,5.3,103.0,90.0,2013.0
Gloria,9.343,6.7,129.0,105.0,2013.0
On Halloween,8.734,6.7,45.0,92.0,2020.0
Inside Llewyn Davis,10.793,7.2,2076.0,104.0,2013.0
Disclosure,10.634,8.3,92.0,108.0,2020.0
Bronson,10.99,7.0,1930.0,92.0,2008.0
Menace II Society,15.537,7.5,519.0,97.0,1993.0
13 Fanboy,8.68,5.9,20.0,99.0,2021.0
The Powerpuff Girls Movie,12.788,6.6,206.0,77.0,2002.0
The Opposite Sex,10.223,4.6,32.0,96.0,2014.0
DC Showcase: Death,11.16,8.6,60.0,19.0,2019.0
The Viking War,9.14,5.4,26.0,104.0,2019.0
Stratton,10.095,4.9,168.0,94.0,2017.0
The Hunted,11.336,6.1,519.0,94.0,2003.0
The African Queen,10.586,7.4,645.0,105.0,1952.0
Little Women,14.985,7.3,920.0,115.0,1994.0
Company of Heroes,11.288,5.3,90.0,100.0,2013.0
玉蒲團III官人我要,10.075,7.0,8.0,95.0,1998.0
Drømmebyggerne,8.362,7.6,118.0,81.0,2020.0
Bel Canto,9.679,5.7,86.0,100.0,2018.0
Never Been Kissed,9.335,6.2,1170.0,107.0,1999.0
Footloose,12.084,6.6,1521.0,107.0,1984.0
악인은 너무 많다 2: 제주 실종사건의 전말,17.112,0.0,0.0,0.0,2021.0
Arn: Tempelriddaren,9.835,6.3,201.0,139.0,2007.0
How to Train Your Dragon: Snoggletog Log,9.748,6.7,13.0,28.0,2019.0
ルパン三世 THE FIRST,11.608,7.4,194.0,93.0,2019.0
Fried Green Tomatoes,11.083,7.7,989.0,130.0,1991.0
D'après une histoire vraie,8.344,5.7,378.0,97.0,2017.0
Tom and Jerry & The Wizard of Oz,11.997,6.1,72.0,59.0,2011.0
Pistol Whipped,9.805,5.2,74.0,96.0,2008.0
Election,12.284,6.8,732.0,103.0,1999.0
Morte a Venezia,8.333,7.3,315.0,130.0,1971.0
Monster High: Escape from Skull Shores,11.036,8.0,65.0,45.0,2012.0
Hell on the Border,9.618,5.7,67.0,106.0,2019.0
Suzy... Sexo Ardente,9.582,0.0,0.0,99.0,1982.0
1BR,13.103,6.2,239.0,90.0,2019.0
Shimmer Lake,13.842,5.9,298.0,83.0,2017.0
Freaky Friday,14.606,5.6,92.0,90.0,2018.0
The Protector,10.081,6.1,125.0,91.0,1985.0
Les Visiteurs,10.581,7.1,1484.0,107.0,1993.0
Dulce familia,9.89,7.7,93.0,101.0,2019.0
Schiave bianche: violenza in Amazzonia,11.831,6.1,108.0,90.0,1985.0
The Good Neighbor,11.34,6.3,347.0,98.0,2016.0
Love Wrecked,10.583,5.1,396.0,87.0,2005.0
Budiž voda,17.084,0.0,0.0,0.0,2021.0
Ahí te encargo,11.375,7.9,244.0,111.0,2020.0
La paranza dei bambini,11.847,6.9,389.0,105.0,2019.0
Billionaire Boys Club,9.844,5.6,323.0,108.0,2018.0
Rambo: To Hell and Back,10.893,7.0,2.0,83.0,2010.0
Pooka!,9.465,6.1,79.0,90.0,2018.0
The Bride of Frankenstein,11.08,7.6,619.0,75.0,1935.0
Little Shop of Horrors,11.079,6.9,1044.0,94.0,1986.0
Braqueurs,12.337,6.2,260.0,78.0,2016.0
Pups Alone,14.7,0.0,0.0,107.0,2021.0
The Sense of an Ending,12.339,6.3,149.0,108.0,2017.0
The Silencing,12.867,6.6,331.0,93.0,2020.0
Psycho IV – The Beginning,11.578,5.6,157.0,96.0,1990.0
狄仁傑之通天帝國,12.031,6.6,270.0,119.0,2010.0
ベルセルク 黄金時代篇I 覇王の卵,11.832,7.3,312.0,76.0,2012.0
Rescue Dawn,10.28,6.9,886.0,120.0,2006.0
La Nuée,9.875,5.8,237.0,101.0,2020.0
Sibyl,13.098,5.7,241.0,100.0,2019.0
Dragon Rider,14.125,7.5,104.0,100.0,2020.0
Megalodon: The Monster Shark Lives,8.423,4.5,3.0,83.0,2013.0
Mad Families,10.347,4.6,42.0,90.0,2017.0
3/19,17.056,0.0,0.0,120.0,2021.0
Una giornata particolare,7.827,8.1,470.0,106.0,1977.0
鋼の錬金術師,15.089,5.3,403.0,135.0,2017.0
Permission,14.089,5.0,122.0,96.0,2018.0
LEGO Jurassic World: The Indominus Escape,10.846,5.6,67.0,24.0,2016.0
Dope,12.784,7.1,1188.0,103.0,2015.0
Appleseed Alpha,12.403,6.7,279.0,90.0,2014.0
Non c'è due senza quattro,12.327,6.9,380.0,99.0,1984.0
The Maiden Heist,10.33,5.7,244.0,91.0,2009.0
Batman,11.827,6.3,588.0,105.0,1966.0
Play or Die,10.845,5.4,116.0,89.0,2019.0
Gaga: Five Foot Two,9.837,7.5,516.0,100.0,2017.0
竜とそばかすの姫,9.936,8.0,35.0,121.0,2021.0
The D Train,10.832,4.7,177.0,101.0,2015.0
12 Gifts of Christmas,11.833,6.0,125.0,84.0,2015.0
Wolf Creek 2,17.037,6.3,416.0,106.0,2013.0
荡寇风云,13.055,5.7,49.0,130.0,2017.0
The Lie,15.34,6.4,464.0,95.0,2018.0
Wendy Wu: Homecoming Warrior,13.577,6.1,335.0,90.0,2006.0
Wind Chill,9.327,5.8,316.0,91.0,2007.0
The Adderall Diaries,10.833,5.4,153.0,105.0,2016.0
The Day the Earth Stood Still,11.076,7.5,766.0,92.0,1951.0
Swimming Pool,11.826,6.5,479.0,102.0,2003.0
Idle Hands,12.326,6.1,452.0,92.0,1999.0
Viral,12.582,5.6,407.0,86.0,2016.0
Chariots of Fire,9.824,6.9,630.0,123.0,1981.0
A Christmas to Remember,10.213,6.5,46.0,84.0,2016.0
The Homesman,10.829,6.6,625.0,122.0,2014.0
Giant Little Ones,9.341,7.4,174.0,93.0,2019.0
Dorian Gray,12.777,6.0,1720.0,112.0,2009.0
Rogue,11.076,6.5,461.0,99.0,2007.0
Wayne's World 2,10.324,6.1,754.0,95.0,1993.0
Absolutely Fabulous: The Movie,10.331,5.5,189.0,91.0,2016.0
Fatale,10.629,6.2,188.0,102.0,2020.0
Victoria,9.582,5.8,325.0,97.0,2016.0
The Sleepover,10.864,6.6,290.0,103.0,2020.0
Breaking Boundaries: The Science of Our Planet,8.69,7.2,25.0,73.0,2021.0
A Change of Seasons,10.922,6.1,20.0,102.0,1980.0
Cube 2: Hypercube,12.823,5.5,1051.0,94.0,2002.0
Rifkin's Festival,10.317,6.3,232.0,88.0,2020.0
Passengers,9.323,6.1,599.0,93.0,2008.0
Crazy Tsunami,7.851,4.5,4.0,78.0,2021.0
One Piece 大海原にひらけ! でっかいでっカイ父の夢!,8.972,6.2,5.0,46.0,2003.0
Water for Elephants,13.324,7.0,2153.0,122.0,2011.0
Straw Dogs,12.075,5.8,383.0,110.0,2011.0
Every Which Way but Loose,10.571,6.2,326.0,110.0,1978.0
Speak,11.072,6.8,331.0,89.0,2004.0
Reisen til julestjernen,7.825,5.8,125.0,80.0,2012.0
Winnie the Pooh: A Very Merry Pooh Year,13.572,6.8,128.0,65.0,2002.0
Abre los ojos,12.572,7.5,692.0,117.0,1997.0
The Midnight Man,15.079,5.7,336.0,95.0,2016.0
玉蒲團之偷情寶鑑,12.43,5.8,37.0,99.0,1991.0
Antigang,9.827,5.9,256.0,92.0,2015.0
Holding the Man,9.827,7.8,379.0,128.0,2015.0
Toys,10.07,5.2,410.0,118.0,1992.0
A Mermaid's Tale,11.349,5.3,34.0,92.0,2017.0
Frankenstein,11.32,7.5,1051.0,71.0,1931.0
Ana y Bruno,10.32,7.7,68.0,96.0,2017.0
An American Pickle,13.359,5.8,247.0,89.0,2020.0
Good Kids,12.576,6.4,242.0,86.0,2016.0
呪怨2,9.819,6.3,221.0,92.0,2003.0
"10,000 Saints",8.325,6.0,132.0,113.0,2015.0
The Legend of Bagger Vance,12.569,6.5,677.0,126.0,2000.0
Trois couleurs : Rouge,13.318,8.0,928.0,100.0,1994.0
तारे ज़मीन पर,12.32,8.0,748.0,165.0,2007.0
Quick Change,11.633,6.5,2.0,82.0,2013.0
Danny Collins,10.073,6.8,392.0,107.0,2015.0
Miracle on 34th Street,13.818,7.4,477.0,96.0,1947.0
Bend It Like Beckham,11.318,6.3,1514.0,112.0,2002.0
幾多の北,7.268,2.0,1.0,64.0,2021.0
Brother,12.518,7.1,277.0,114.0,2000.0
タンポポ,8.817,7.9,200.0,115.0,1985.0
Monkey Shines,10.066,6.3,184.0,113.0,1988.0
Banshee Chapter,10.071,5.8,198.0,87.0,2013.0
Looking Glass,10.828,4.7,208.0,103.0,2018.0
The Death & Life of John F. Donovan,11.734,7.0,583.0,127.0,2019.0
Emmanuelle 4,8.995,5.0,31.0,89.0,1984.0
Like Mike 2: Streetball,10.407,5.4,78.0,96.0,2006.0
The Perfection,11.73,6.6,994.0,90.0,2018.0
Lars and the Real Girl,10.567,7.1,1318.0,106.0,2007.0
Slumber,14.077,5.3,280.0,84.0,2017.0
Doctor Zhivago,11.566,7.6,788.0,200.0,1965.0
South Park: Post COVID,9.335,0.0,0.0,0.0,2021.0
The Spirit,14.168,4.7,754.0,103.0,2008.0
Ma mère,9.415,4.6,95.0,110.0,2004.0
Η Μαύρη Εμμανουέλα,9.954,5.2,13.0,91.0,1980.0
片腕マシンガール,10.066,6.1,137.0,96.0,2008.0
Pieces of a Woman,9.873,7.1,828.0,127.0,2020.0
Inheritance,13.846,6.3,347.0,110.0,2020.0
ルパン三世VS名探偵コナン,12.147,7.0,86.0,104.0,2009.0
Glory Road,13.816,7.5,528.0,118.0,2006.0
Poison Ivy: The New Seduction,12.675,4.9,62.0,93.0,1997.0
Senna,10.816,8.2,720.0,106.0,2010.0
Someone Great,11.282,6.4,1002.0,92.0,2019.0
Ayla,12.574,8.1,227.0,125.0,2017.0
The Vikings,8.814,7.1,205.0,111.0,1958.0
Mackenna's Gold,10.814,6.6,120.0,128.0,1969.0
Call Me Claus,16.92,5.8,134.0,90.0,2001.0
Trust,8.565,6.6,747.0,104.0,2010.0
Holiday in the Wild,9.336,6.5,406.0,85.0,2019.0
Windstill,16.913,0.0,0.0,115.0,2021.0
마더,15.565,7.8,898.0,129.0,2009.0
J'ai tué ma mère,10.565,7.6,921.0,96.0,2009.0
Cars D'oeuvres,10.443,6.1,4.0,5.0,2017.0
Franco Escamilla: bienvenido al mundo,13.01,8.7,81.0,54.0,2019.0
Der Hauptmann,10.322,7.1,284.0,118.0,2017.0
Tramps,11.32,6.1,172.0,82.0,2016.0
Executive Decision,12.012,6.2,644.0,133.0,1996.0
Freaks,14.312,7.8,799.0,62.0,1932.0
Taylor Swift: Reputation Stadium Tour,11.028,8.1,218.0,125.0,2018.0
Late Night,9.828,6.5,591.0,102.0,2019.0
Zardoz,8.561,5.9,284.0,105.0,1974.0
The Ottoman Lieutenant,12.319,6.1,196.0,111.0,2016.0
Venom: Live in London,7.242,6.0,2.0,60.0,2005.0
Ashes in the Snow,9.875,6.7,85.0,99.0,2018.0
The House of the Spirits,10.06,6.9,509.0,140.0,1993.0
The Wolf Man,10.06,7.1,372.0,70.0,1941.0
The Crow: City of Angels,14.06,5.5,364.0,84.0,1996.0
Van Wilder 2: The Rise of Taj,10.561,5.0,304.0,97.0,2006.0
An American Crime,12.061,7.3,470.0,97.0,2007.0
O Vendedor de Sonhos,9.027,6.5,82.0,96.0,2016.0
강철비,10.57,7.4,115.0,139.0,2017.0
The Hallow,11.815,5.6,477.0,97.0,2015.0
火垂るの墓,10.95,7.9,63.0,148.0,2005.0
A Christmas Carol,11.309,7.0,130.0,95.0,1999.0
Feed,11.568,7.1,191.0,96.0,2017.0
West Side Story,13.236,0.0,0.0,156.0,2021.0
Sola,8.183,0.0,0.0,0.0,2021.0
Ibiza,15.82,5.8,1049.0,94.0,2018.0
Always Be My Maybe,9.827,6.7,1035.0,101.0,2019.0
映画ドラえもん のび太の恐竜2006,8.219,6.9,47.0,107.0,2006.0
La leggenda del pianista sull'oceano,14.258,8.3,1719.0,170.0,1998.0
2046,10.559,7.2,587.0,128.0,2004.0
12 Rounds 3: Lockdown,10.063,5.9,132.0,90.0,2015.0
胭脂虎,8.586,2.0,1.0,86.0,1981.0
Sleepaway Camp,11.806,6.3,431.0,85.0,1983.0
Fragile,12.808,6.4,409.0,101.0,2005.0
Confessions of a Teenage Drama Queen,12.057,5.5,718.0,89.0,2004.0
The Marine 6: Close Quarters,13.322,6.8,115.0,85.0,2018.0
Semi-Pro,8.558,5.6,580.0,91.0,2008.0
Sea of Love,12.305,6.7,444.0,113.0,1989.0
La Reine Margot,11.055,7.3,232.0,138.0,1994.0
J’accuse,10.928,7.1,1101.0,132.0,2019.0
Nim's Island,10.057,5.9,939.0,96.0,2008.0
Frankie and Johnny,9.555,6.7,408.0,118.0,1991.0
#realityhigh,10.066,6.4,934.0,99.0,2017.0
El sexo sentido,11.985,5.0,6.0,95.0,1979.0
The Batman Superman Movie: World's Finest,9.306,7.2,172.0,64.0,1998.0
Brüno,9.308,5.6,1293.0,83.0,2009.0
"Roxanne, Roxanne",11.853,6.0,93.0,98.0,2017.0
Circle,11.511,6.0,1491.0,87.0,2015.0
Mississippi Burning,10.754,7.7,1148.0,128.0,1988.0
Lost Girls,13.082,6.1,515.0,95.0,2020.0
The Three Dogateers,9.329,6.2,9.0,94.0,2014.0
Rock of Ages,11.757,6.2,1002.0,123.0,2012.0
Todo sobre mi madre,12.404,7.7,1328.0,101.0,1999.0
The Prince & Me 2: The Royal Wedding,11.505,5.7,194.0,96.0,2006.0
Meru,8.559,7.4,178.0,89.0,2015.0
Knight of Cups,12.559,5.6,507.0,118.0,2015.0
Bedknobs and Broomsticks,12.053,7.0,744.0,117.0,1971.0
The Age of Innocence,14.303,7.0,750.0,138.0,1993.0
Como agua para chocolate,11.802,7.2,340.0,105.0,1992.0
The Campaign,12.306,5.8,1360.0,85.0,2012.0
LEGO DC Comics Super Heroes: Justice League: Cosmic Clash,9.07,6.2,92.0,78.0,2016.0
